,Brand,Type,Material,color,From New Season,Manufacturing country,Description,Price
947,Marc Jacobs,Tote Bags,cotton-blend,brown,,,"Designed with a cotton-blend construction, this The Monogram Large Tote bag from Marc Jacobs is embellished with a logo detail on the front. The brown-hued accessory is topped with two handles and a detachable shoulder strap.",$468
948,Karl Lagerfeld,Shoulder Bags,,,,,,$139
949,Karl Lagerfeld,Tote Bags,recycled leather,cloud white,Conscious,,,$195
950,Gucci,Tote Bags,canvas,beige/multicolour,,Made in Italy,"The world of Ophidia evolves with the introduction of a small top handle tote with a detachable shoulder strap. Crafted in GG Supreme canvas with inlaid green and red Web stripe, the accessory is enhanced by a petite play on the Double G, an archival Gucci code from the '70s that appears atop a leather tab detail and on the zipper pull.","$1,935"
951,Love Moschino,Messenger & Crossbody Bags,faux leather,black/gold-tone,,,,$129
952,Marc Jacobs,Tote Bags,cotton-blend,black/white,,,"Designed with a jacquard construction, this The Jacquard Small Tote bag from Marc Jacobs is embellished with a logo detail on the front. The black and white accessory is topped with two handles and a detachable shoulder strap.",$515
953,Zadig&Voltaire,Clutch Bags,calf leather,black/red,,,"Channeling a rock'n'roll-inspired aesthetic, this Rockeur clutch bag from Zadig & Voltaire gets its distinctive look from the black envelope design, decorated with the brand's signature monogram plaque for a branded completion.",$310
954,Zadig&Voltaire,Tote Bags,calf leather,red,,Made in Italy,,$705
955,Off-White,Shoulder Bags,calf leather/cotton blend,black,,Made in Italy,,$974
956,Jacquemus,Shoulder Bags,leather,white,,Made in Italy,"Jacquemus heralded the mini bag trend back in AW17 and has since become a key player in the luxury leather goods sphere. This Le Bambino Long bag is the newest addition to the family, designed in sleek, smooth calf leather, featuring the signature gold-tone branded plaque.",$597
957,Karl Lagerfeld,Tote Bags,crystal embellishment,jet black,,,,$111
958,Versace Jeans Couture,Shoulder Bags,faux leather,pink,,,"Founded by Gianni and Donatella Versace, Italian brand Versace Jeans Couture combines high fashion and street style for a youthful aesthetic. Crafted from pink faux leather, this shoulder bag is detailed with a gold-tone Baroque buckle from the Couture 1 line.",$221
959,Gucci,Shoulder Bags,,,,Made in Italy,,"$1,605"
960,Saint Laurent,Messenger & Crossbody Bags,leather,black,,Made in Italy,"Embossed with a sophisticated crocodile effect, the Uptown bag by Saint Laurent is punctucated by gold-tone accents, including the iconic YSL logo plaque. The compact accessory can be carried as a clutch, and features a practical removable card pouch.","$1,650"
961,Saint Laurent,Clutch Bags,,,,Made in Italy,,$625
962,Jacquemus,Tote Bags,,,,Made in Italy,,$574
963,Saint Laurent,Messenger & Crossbody Bags,leather,pale beige,,Made in Italy,"Saint Laurent presents this pale beige iteration of the Envelope chain bag for AW21. First making an appearance in 1961, the monogram plaque combines the initials of the brand's founder - paying tribute to the French label's heritage. Today it adorns this quilted leather accessory.","$1,950"
964,Jacquemus,Tote Bags,calf leather,pink,,Made in Italy,"Debuted in AW19, the Chiquito bag has become an iconic Jacquemus symbol. Seen here in an elongated version, the silhouette is presented in pink calf leather and detailed with the usual gold-tone logo lettering.",$699
965,Balenciaga,Tote Bags,calf leather,black,Conscious,Made in Italy,"Small, but mighty, Balenciaga’s Everyday XXS tote bag offers a compact storage solution for everyday belongings. Without compromising on style, this piece proves itself a functional accessory thanks to an interior compartment and a zipped pocket. A contrasting front logo adds a branded finish to this black-hued design. ",$940
966,Michael Michael Kors,Tote Bags,gold-tone logo plaque,black,,,,$224
967,Gucci,Shoulder Bags,GG Supreme canvas,beige/brown,New Season,Made in Italy,"This small Ophidia shoulder bag from Gucci borrows from the house’s enduring archives. It’s crafted from iconic GG Supreme canvas, which spotlights the archival monogram created in the 1930s to honour the label’s founder Guccio Gucci.","$1,125"
968,Karl Lagerfeld,Messenger & Crossbody Bags,recycled polyester,off-white,Conscious,,,$128
969,Karl Lagerfeld,Tote Bags,recycled polyester blend,jet black,Conscious,,,$167
970,Versace Jeans Couture,Messenger & Crossbody Bags,,,,,,$215
971,Stella McCartney,Tote Bags,,,Conscious,Made in Italy,Stella McCartney's Falabella bag has been updated in several guises since its debut in 2010. This small tote iteration has been crafted from faux leather and trimmed with signature whipstitched chain-link detailing in a polished silver-tone finish.,$911
972,Karl Lagerfeld,Shoulder Bags,calf leather,pink,,,,$184
973,Karl Lagerfeld,Bucket Bags,leather,black,,,"Crafted from smooth black leather, this Karl Lagerfeld bucket bag is solely detailed with a silver-tone KL logo plaque on the front. Ideal for everyday use, the practical design features a drawstring fastening closure and spacious main compartment.",$167
974,Balenciaga,Shoulder Bags,leather,optic white,Conscious,,Balenciaga's Le Cagole shoulder bag is inspired by the brand's signature moto-inspired styles. This XS iteration is accented with tough silver-tone studs that trace the curved silhouette. The heart-shaped mirror tag is handy for touch-ups on the go. ,"$2,100"
975,Marni,Tote Bags,cotton blend/leather,hazelnut brown/beige,,Made in Italy,"Presented in a woven raffia design, Marni's small Tropicalia tote bag is decorated with the brand's logo embroidered to the front. The piece features two rounded top handles and a shoulder strap for added practicality.",$587
976,Saint Laurent,Shoulder Bags,leather,cream,,Made in Italy,"Structured for a square shape, this Saint Laurent small Solferino crossbody bag exudes timeless sophistication. The cream leather style is embellished with a gold-tone signature YSL plaque on the front for a recognisable final touch.","$2,990"
977,Saint Laurent,Shoulder Bags,,,,Made in Italy,,"$3,300"
978,Karl Lagerfeld,Shoulder Bags,recycled leather/recycled polyester blend,blue,Conscious,,"Karl Lagerfeld's AW22 collection includes this waterfall blue padded K/Knotted shoulder bag, which gets its name from the knotted detail in the silhouette's single shoulder strap. Fabricated from a blend of recycled leather and polyester, the design features a spacious main compartment and a contrasting hanging logo charm.",$195
979,Saint Laurent,Shoulder Bags,,,,Made in Italy,,"$3,300"
980,Karl Lagerfeld,Shoulder Bags,recycled leather/recycled polyester blend,blue,Conscious,,"Karl Lagerfeld's AW22 collection includes this waterfall blue padded K/Knotted shoulder bag, which gets its name from the knotted detail in the silhouette's single shoulder strap. Fabricated from a blend of recycled leather and polyester, the design features a spacious main compartment and a contrasting hanging logo charm.",$195
981,Karl Lagerfeld,Tote Bags,recycled polyester blend,jet black,Conscious,,,$139
982,Love Moschino,Shoulder Bags,,,,,,$168
983,Karl Lagerfeld,Messenger & Crossbody Bags,calf leather,silver-tone,,,,$167
984,Off-White,Messenger & Crossbody Bags,calf leather/cotton,white,,Made in Italy,"Produced in a fresh white hue, this Cross 21 shoulder bag from Off-White is punctuated by the label's signature Diag-stripe motif in a tonal quilted finish. Fabricated in Italy from cotton and calf leather, the design features the brand's logo-engraved Binder Clip fastening in gold-tone hardware.",$824
985,Karl Lagerfeld,Shoulder Bags,fully pleated,fuchsia pink,,,This pleated folded shoulder bag from Karl Lagerfeld's Amber Valetta collaboration is constructed in an innovative material developed from cactus leaves. The style features an all-over pleated design and is finished with both a detachable leather and chain strap.,$128
986,PINKO,Tote Bags,top zip fastening,carrot orange,,,"A signature style from Pinko, the Love bag now is presented in a half-moon shape in soft, silky leather. The model has an orange shade and is adorned with the iconic Love Birds logo on the front.",$133
987,Saint Laurent,Messenger & Crossbody Bags,calf leather,black,,Made in Italy,"Saint Laurent's Lou camera bag keeps coming back season after season, with different colours and finishes. This time, the signature style has been updated with a black quilted leather construction, enhanced by a gold-tone YSL plaque on the front.","$1,690"
988,Marc Jacobs,Bag Accessories,embroidered logo,black,,,,$88
989,A.P.C.,Messenger & Crossbody Bags,,,,,,$384
990,Karl Lagerfeld,Messenger & Crossbody Bags,padded design,white pearl,,,,$139
991,PINKO,Tote Bags,quilted finish,black,,,,$218
992,adidas by Stella McCartney,Backpacks,recycled polyamide/recycled polyester,black,Conscious,,"Detailed with multiple branded details this black backpack from adidas by Stella McCartney is made from recycled polyamide and recycled polyester, speaking to the label's sustainable concerns. ",$180
993,Saint Laurent,Shoulder Bags,leather,cream,,Made in Italy,"One of Saint Laurent's best-loved styles, this Envelope bag embodies the label's sophisticated aesthetic. Crafted from chevron-quilted leather, it's punctuated with a gold-tone version of the brand's iconic monogram.","$2,950"
994,Isabel Marant,Clutch Bags,cotton,blue/white/dark pink,New Season,,,$85
995,Marc Jacobs,Tote Bags,cotton,slate green,,,,$288
996,Karl Lagerfeld,Shoulder Bags,calf leather,black,,,,$212
997,Jacquemus,Tote Bags,leather,black,,Made in Italy,"Jacquemus elongates its Bambino bag this season, exhibiting the brand's penchant for altering classic styles. The leather design is punctuated with a gold-tone logo plaque to its front for a branded touch.",$848
998,Zadig&Voltaire,Shoulder Bags,calf leather,black/gold tone,,Made in Italy,,$428
999,Saint Laurent,Shoulder Bags,leather,cream,,Made in Italy,"One of Saint Laurent's best-loved styles, this Envelope bag embodies the label's sophisticated aesthetic. Crafted from chevron-quilted leather, it's punctuated with a gold-tone version of the brand's iconic monogram.","$2,950"
1000,Isabel Marant,Clutch Bags,cotton,blue/white/dark pink,New Season,,,$85
1001,Marc Jacobs,Tote Bags,cotton,slate green,,,,$288
1002,Karl Lagerfeld,Shoulder Bags,calf leather,black,,,,$212
1003,Jacquemus,Tote Bags,leather,black,,Made in Italy,"Jacquemus elongates its Bambino bag this season, exhibiting the brand's penchant for altering classic styles. The leather design is punctuated with a gold-tone logo plaque to its front for a branded touch.",$848
1004,Saint Laurent,Messenger & Crossbody Bags,leather,black ,,Made in Italy,"Update your soiree ensembles with Saint Laurent. Finished with a signature YSl plaque, this Envelope chain crossbody bag is an instant classic you won't want to be without. Timeless elegance done right.","$1,790"
1005,Karl Lagerfeld,Shoulder Bags,calf leather,silver,,,,$167
1006,Love Moschino,Clutch Bags,gold-tone hardware,jet black,,,,$75
1007,Jacquemus,Tote Bags,leather,black,,,"Jacquemus' penchant for experimental silhouettes comes to play in this Le sac Rond tote bag. The circular hoop handle is worked into the structural shape, whilst the tonal style ensures the bag is a classic piece.",$821
1008,Saint Laurent,Messenger & Crossbody Bags,leather,dark beige,,Made in Italy,Your phone is an extension of your style (and arm). Make sure it looks almost as good as you with this Monogram phone holder bag. Incoming call from Saint Laurent.,$745
1009,Emporio Armani,Tote Bags,logo print to the front,black,,,,$278
1010,Versace Jeans Couture,Backpacks,faux leather,black,,,"Versace Jeans Couture's contemporary opulence is encapsulated in this backpack. Crafted from faux leather, the black accessory is made recognisable through the elaborate Baroque buckle at the front - one of the brand's signature motifs. ",$202
